outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0283483808571958,0.35759708729749046,Intent-To-Treat,22,12,12
Any Microvascular Event,W^A,-0.8512314269877228,0.4268889256022449,Intent-To-Treat,22,12,12
Any Microvascular Event,W^A x W^R,-0.8245261512559567,0.4384426987725246,Intent-To-Treat,22,12,12
Retinopathy,Unweighted,-0.7937678929568506,0.4521379742534883,Intent-To-Treat,22,12,12
Retinopathy,W^A,-0.7182068476436658,0.4876258599331269,Intent-To-Treat,22,12,12
Retinopathy,W^A x W^R,-0.70835639843233,0.49245292906885635,Intent-To-Treat,22,12,12
Neuropathy,Unweighted,-0.99118602638107145,0.37113625250138355,Intent-To-Treat,22,12,12
Neuropathy,W^A,-0.8269996812110509,0.4373595377913482,Intent-To-Treat,22,12,12
Neuropathy,W^A x W^R,-0.800670461609073,0.44902780726527153,Intent-To-Treat,22,12,12
Nephropathy,Unweighted,-1.4635669320121316,0.2314093793435748,Intent-To-Treat,22,12,12
Nephropathy,W^A,-1.1752104134470054,0.3087540068578213,Intent-To-Treat,22,12,12
Nephropathy,W^A x W^R,-1.116846892791962,0.32731021345211203,Intent-To-Treat,22,12,12
