outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0333974708519928,0.35579609792665134,Intent-To-Treat,17,6,18
Any Microvascular Event,W^A,-0.8604003516943433,0.42299270256910815,Intent-To-Treat,17,6,18
Any Microvascular Event,W^A x W^R,-0.8272626282804181,0.4372445505010742,Intent-To-Treat,17,6,18
Retinopathy,Unweighted,-0.7889738391099339,0.4543107520938749,Intent-To-Treat,17,6,18
Retinopathy,W^A,-0.7090883993522397,0.49209258497396036,Intent-To-Treat,17,6,18
Retinopathy,W^A x W^R,-0.6948875748727446,0.49913055964758196,Intent-To-Treat,17,6,18
Neuropathy,Unweighted,-1.0057574158726093,0.365767491757052,Intent-To-Treat,17,6,18
Neuropathy,W^A,-0.8394253128960791,0.4319586932026754,Intent-To-Treat,17,6,18
Neuropathy,W^A x W^R,-0.8124256723910488,0.44378029398340885,Intent-To-Treat,17,6,18
Nephropathy,Unweighted,-1.469377105731482,0.23006874906812602,Intent-To-Treat,17,6,18
Nephropathy,W^A,-1.1859222792514927,0.30546432613487035,Intent-To-Treat,17,6,18
Nephropathy,W^A x W^R,-1.1129536928045978,0.3285869813146366,Intent-To-Treat,17,6,18
