outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0403784998661632,0.3533209247241086,Intent-To-Treat,2,1,3
Any Microvascular Event,W^A,-0.8641553000096227,0.4214073651260244,Intent-To-Treat,2,1,3
Any Microvascular Event,W^A x W^R,-0.8151332518393586,0.44258034878639685,Intent-To-Treat,2,1,3
Retinopathy,Unweighted,-0.7736499805076544,0.46132616010094485,Intent-To-Treat,2,1,3
Retinopathy,W^A,-0.690206383202999,0.5014725628717114,Intent-To-Treat,2,1,3
Retinopathy,W^A x W^R,-0.6710226013009803,0.511185571388263,Intent-To-Treat,2,1,3
Neuropathy,Unweighted,-1.0345032413696318,0.3554028865321226,Intent-To-Treat,2,1,3
Neuropathy,W^A,-0.8724509671728233,0.4179259700972532,Intent-To-Treat,2,1,3
Neuropathy,W^A x W^R,-0.8015185393982716,0.448647158188026,Intent-To-Treat,2,1,3
Nephropathy,Unweighted,-1.4842214140797383,0.22667876088005698,Intent-To-Treat,2,1,3
Nephropathy,W^A,-1.1601271392457333,0.3134463270195688,Intent-To-Treat,2,1,3
Nephropathy,W^A x W^R,-1.0719599594307372,0.34233689303344306,Intent-To-Treat,2,1,3
