outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0329862839531492,0.3559424267029546,Intent-To-Treat,18,6,24
Any Microvascular Event,W^A,-0.8621516849566575,0.42225254969573695,Intent-To-Treat,18,6,24
Any Microvascular Event,W^A x W^R,-0.8286909276506673,0.43662048017067256,Intent-To-Treat,18,6,24
Retinopathy,Unweighted,-0.7916414556360829,0.45310044026523283,Intent-To-Treat,18,6,24
Retinopathy,W^A,-0.7063611188431675,0.4934364912613261,Intent-To-Treat,18,6,24
Retinopathy,W^A x W^R,-0.69006004830071,0.5015459511797044,Intent-To-Treat,18,6,24
Neuropathy,Unweighted,-1.0087124308199167,0.3646882387414138,Intent-To-Treat,18,6,24
Neuropathy,W^A,-0.8492880937610563,0.4277193196402914,Intent-To-Treat,18,6,24
Neuropathy,W^A x W^R,-0.8225959723306371,0.43928978888440395,Intent-To-Treat,18,6,24
Nephropathy,Unweighted,-1.4539056177526293,0.23365593293553438,Intent-To-Treat,18,6,24
Nephropathy,W^A,-1.1790950530411557,0.30755693541884266,Intent-To-Treat,18,6,24
Nephropathy,W^A x W^R,-1.109506904185242,0.32972150529125416,Intent-To-Treat,18,6,24
