outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0537747979243548,0.3486192948369511,Intent-To-Treat,10,3,12
Any Microvascular Event,W^A,-0.8655242335794586,0.4208308811115138,Intent-To-Treat,10,3,12
Any Microvascular Event,W^A x W^R,-0.8261857668499246,0.4377156559052963,Intent-To-Treat,10,3,12
Retinopathy,Unweighted,-0.7978963965934733,0.45027516892769637,Intent-To-Treat,10,3,12
Retinopathy,W^A,-0.6947682330401967,0.49919013035781906,Intent-To-Treat,10,3,12
Retinopathy,W^A x W^R,-0.6795260690154015,0.5068571507603529,Intent-To-Treat,10,3,12
Neuropathy,Unweighted,-1.0362240472615927,0.35479183305395723,Intent-To-Treat,10,3,12
Neuropathy,W^A,-0.8607485477874324,0.4228454438016199,Intent-To-Treat,10,3,12
Neuropathy,W^A x W^R,-0.8289908514081787,0.43648954695162634,Intent-To-Treat,10,3,12
Nephropathy,Unweighted,-1.4752966590707741,0.22871086782666836,Intent-To-Treat,10,3,12
Nephropathy,W^A,-1.1716933958111966,0.30984181193860133,Intent-To-Treat,10,3,12
Nephropathy,W^A x W^R,-1.0801568676968625,0.33954225825504203,Intent-To-Treat,10,3,12
