outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.027583942292022,0.3578705528122903,Per-Protocol,1,1,1
Any Microvascular Event,W^A,-0.8759045609338836,0.41648511307388225,Per-Protocol,1,1,1
Any Microvascular Event,W^A x W^N,-0.8717370028640836,0.41822446086679654,Per-Protocol,1,1,1
Any Microvascular Event,W^A x W^N x W^R,-0.8166486277777532,0.44191018108129293,Per-Protocol,1,1,1
Retinopathy,Unweighted,-0.7585232260927066,0.4683575747955344,Per-Protocol,1,1,1
Retinopathy,W^A,-0.7115963827077856,0.49085997129484654,Per-Protocol,1,1,1
Retinopathy,W^A x W^N,-0.7092578074114879,0.49200922758507554,Per-Protocol,1,1,1
Retinopathy,W^A x W^N x W^R,-0.6815499663838702,0.5058323612909031,Per-Protocol,1,1,1
Neuropathy,Unweighted,-1.0184611912980062,0.3611502539561737,Per-Protocol,1,1,1
Neuropathy,W^A,-0.8483002413201781,0.42814205197841787,Per-Protocol,1,1,1
Neuropathy,W^A x W^N,-0.8445830665947147,0.42973649236377454,Per-Protocol,1,1,1
Neuropathy,W^A x W^N x W^R,-0.7683156265420834,0.4637936124135033,Per-Protocol,1,1,1
Nephropathy,Unweighted,-1.4926705636813757,0.22477158646463133,Per-Protocol,1,1,1
Nephropathy,W^A,-1.246799171100597,0.2874233189255721,Per-Protocol,1,1,1
Nephropathy,W^A x W^N,-1.238024086918669,0.2899565812846982,Per-Protocol,1,1,1
Nephropathy,W^A x W^N x W^R,-1.1273562954199035,0.32388839078503884,Per-Protocol,1,1,1
