outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.076062783889748,0.34093522222633194,Per-Protocol,11,3,18
Any Microvascular Event,W^A,-0.9038328914100768,0.4050143050411649,Per-Protocol,11,3,18
Any Microvascular Event,W^A x W^N,-0.9001432530791957,0.4065114215564329,Per-Protocol,11,3,18
Any Microvascular Event,W^A x W^N x W^R,-0.861106938844074,0.4226939269289876,Per-Protocol,11,3,18
Retinopathy,Unweighted,-0.8099071223470071,0.4448993855148366,Per-Protocol,11,3,18
Retinopathy,W^A,-0.7308027614753367,0.4815222873541358,Per-Protocol,11,3,18
Retinopathy,W^A x W^N,-0.7289598451789105,0.48241051083396363,Per-Protocol,11,3,18
Retinopathy,W^A x W^N x W^R,-0.7118392908347229,0.4907407518988971,Per-Protocol,11,3,18
Neuropathy,Unweighted,-1.0594722306650377,0.34663870734214103,Per-Protocol,11,3,18
Neuropathy,W^A,-0.9020050246001876,0.40575529425536583,Per-Protocol,11,3,18
Neuropathy,W^A x W^N,-0.8987197039637822,0.407090522622605,Per-Protocol,11,3,18
Neuropathy,W^A x W^N x W^R,-0.869090691654149,0.4193326786436863,Per-Protocol,11,3,18
Nephropathy,Unweighted,-1.5091231738224007,0.221103762556234,Per-Protocol,11,3,18
Nephropathy,W^A,-1.2246109196676649,0.29387201790511985,Per-Protocol,11,3,18
Nephropathy,W^A x W^N,-1.2168288327916539,0.29616787718046167,Per-Protocol,11,3,18
Nephropathy,W^A x W^N x W^R,-1.129543522081864,0.3231807476313122,Per-Protocol,11,3,18
