outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0313624762212878,0.3565208782875074,Per-Protocol,14,6,3
Any Microvascular Event,W^A,-0.8454182813441484,0.42937771995384283,Per-Protocol,14,6,3
Any Microvascular Event,W^A x W^N,-0.8420568430291269,0.43082347522055503,Per-Protocol,14,6,3
Any Microvascular Event,W^A x W^N x W^R,-0.8047332603092743,0.44720719856119534,Per-Protocol,14,6,3
Retinopathy,Unweighted,-0.7876916134065599,0.45489365464398235,Per-Protocol,14,6,3
Retinopathy,W^A,-0.7035461857877916,0.4948274387448599,Per-Protocol,14,6,3
Retinopathy,W^A x W^N,-0.7018916997405977,0.49564680146321943,Per-Protocol,14,6,3
Retinopathy,W^A x W^N x W^R,-0.6943335966001749,0.4994071437365167,Per-Protocol,14,6,3
Neuropathy,Unweighted,-0.9972036554075805,0.36890959852361505,Per-Protocol,14,6,3
Neuropathy,W^A,-0.8208046152678303,0.44007741900310615,Per-Protocol,14,6,3
Neuropathy,W^A x W^N,-0.8178585696627776,0.44137581878263776,Per-Protocol,14,6,3
Neuropathy,W^A x W^N x W^R,-0.7528347968680773,0.4710293857106391,Per-Protocol,14,6,3
Nephropathy,Unweighted,-1.5021223553644916,0.2226571008336166,Per-Protocol,14,6,3
Nephropathy,W^A,-1.196469084220869,0.30225958306867523,Per-Protocol,14,6,3
Nephropathy,W^A x W^N,-1.189159225186879,0.3044771532006425,Per-Protocol,14,6,3
Nephropathy,W^A x W^N x W^R,-1.1147740628231055,0.32798937552223933,Per-Protocol,14,6,3
