outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0479521055222358,0.3506551189933183,Per-Protocol,21,12,6
Any Microvascular Event,W^A,-0.8573575574374397,0.4242817424822616,Per-Protocol,21,12,6
Any Microvascular Event,W^A x W^N,-0.8542426797447824,0.42560538864505526,Per-Protocol,21,12,6
Any Microvascular Event,W^A x W^N x W^R,-0.8271565257810982,0.4372909457019762,Per-Protocol,21,12,6
Retinopathy,Unweighted,-0.8046485700241472,0.447245074270182,Per-Protocol,21,12,6
Retinopathy,W^A,-0.7195822095953304,0.4869556588688962,Per-Protocol,21,12,6
Retinopathy,W^A x W^N,-0.7181623316689079,0.4876475675567634,Per-Protocol,21,12,6
Retinopathy,W^A x W^N x W^R,-0.7102717955959053,0.49151058889127575,Per-Protocol,21,12,6
Neuropathy,Unweighted,-1.0062735502439564,0.3655787552935126,Per-Protocol,21,12,6
Neuropathy,W^A,-0.8188337395128897,0.44094561218793493,Per-Protocol,21,12,6
Neuropathy,W^A x W^N,-0.8161130481217809,0.44214692257535204,Per-Protocol,21,12,6
Neuropathy,W^A x W^N x W^R,-0.7768644363938799,0.4598456283369875,Per-Protocol,21,12,6
Nephropathy,Unweighted,-1.5143032216285768,0.21996139580766833,Per-Protocol,21,12,6
Nephropathy,W^A,-1.2351490788494406,0.29079140828776895,Per-Protocol,21,12,6
Nephropathy,W^A x W^N,-1.2282581366629888,0.29280215508385815,Per-Protocol,21,12,6
Nephropathy,W^A x W^N x W^R,-1.1696624241945495,0.31047173132196665,Per-Protocol,21,12,6
