outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0505774858276968,0.3497357233595862,Intent-To-Treat,12,3,24
Any Microvascular Event,W^A,-0.8712189171683535,0.4184411931156672,Intent-To-Treat,12,3,24
Any Microvascular Event,W^A x W^R,-0.8325320083547725,0.43494660247694533,Intent-To-Treat,12,3,24
Retinopathy,Unweighted,-0.7957293894125286,0.4512519764443645,Intent-To-Treat,12,3,24
Retinopathy,W^A,-0.7030912711682653,0.49505259419025666,Intent-To-Treat,12,3,24
Retinopathy,W^A x W^R,-0.6838399602274752,0.5046753335964274,Intent-To-Treat,12,3,24
Neuropathy,Unweighted,-1.0377332763186367,0.35425677477462325,Intent-To-Treat,12,3,24
Neuropathy,W^A,-0.8709956556794989,0.41853462534896196,Intent-To-Treat,12,3,24
Neuropathy,W^A x W^R,-0.8416401538685205,0.43100303209991886,Intent-To-Treat,12,3,24
Nephropathy,Unweighted,-1.4642206496279888,0.23125815239107028,Intent-To-Treat,12,3,24
Nephropathy,W^A,-1.1659237174306636,0.31163466666635586,Intent-To-Treat,12,3,24
Nephropathy,W^A x W^R,-1.0830551018973686,0.33855960992997575,Intent-To-Treat,12,3,24
