outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0810398594151858,0.3392425775802302,Intent-To-Treat,6,1,24
Any Microvascular Event,W^A,-0.8967135085454698,0.40790804554510107,Intent-To-Treat,6,1,24
Any Microvascular Event,W^A x W^R,-0.848946928257555,0.4278652676121248,Intent-To-Treat,6,1,24
Retinopathy,Unweighted,-0.8082303081761761,0.4456460249218868,Intent-To-Treat,6,1,24
Retinopathy,W^A,-0.7264497735389135,0.4836229167523409,Intent-To-Treat,6,1,24
Retinopathy,W^A x W^R,-0.7019175948837049,0.4956339667845436,Intent-To-Treat,6,1,24
Neuropathy,Unweighted,-1.0825012005068562,0.3387471905144647,Intent-To-Treat,6,1,24
Neuropathy,W^A,-0.8996354914857161,0.4067178848562412,Intent-To-Treat,6,1,24
Neuropathy,W^A x W^R,-0.863409580493836,0.4217217340232377,Intent-To-Treat,6,1,24
Nephropathy,Unweighted,-1.4820579075099252,0.22716971276577083,Intent-To-Treat,6,1,24
Nephropathy,W^A,-1.1957740558606336,0.30246973507340275,Intent-To-Treat,6,1,24
Nephropathy,W^A x W^R,-1.0945690279394684,0.3346838152449849,Intent-To-Treat,6,1,24
