outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-0.9727474732039036,0.3780429470795341,Intent-To-Treat,13,6,1
Any Microvascular Event,W^A,-0.8193127987047273,0.440734423729241,Intent-To-Treat,13,6,1
Any Microvascular Event,W^A x W^R,-0.7469217897439968,0.47382283653220264,Intent-To-Treat,13,6,1
Retinopathy,Unweighted,-0.744666352081456,0.47489272047782055,Intent-To-Treat,13,6,1
Retinopathy,W^A,-0.6815692837474181,0.5058225900376635,Intent-To-Treat,13,6,1
Retinopathy,W^A x W^R,-0.6670967137306913,0.5131963729769307,Intent-To-Treat,13,6,1
Neuropathy,Unweighted,-0.9345030029706844,0.3927810280340136,Intent-To-Treat,13,6,1
Neuropathy,W^A,-0.7701466394374332,0.4629451773132372,Intent-To-Treat,13,6,1
Neuropathy,W^A x W^R,-0.6463991873639259,0.5239289542404687,Intent-To-Treat,13,6,1
Nephropathy,Unweighted,-1.4556922182299576,0.23323885582024825,Intent-To-Treat,13,6,1
Nephropathy,W^A,-1.2399189294967243,0.28940767941424295,Intent-To-Treat,13,6,1
Nephropathy,W^A x W^R,-1.145339354208045,0.3181159454862804,Intent-To-Treat,13,6,1
