outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0370160200075667,0.3545109588287309,Intent-To-Treat,16,6,12
Any Microvascular Event,W^A,-0.8499553488222009,0.42743401695492794,Intent-To-Treat,16,6,12
Any Microvascular Event,W^A x W^R,-0.817441576823124,0.4415599077178828,Intent-To-Treat,16,6,12
Retinopathy,Unweighted,-0.7945347435068966,0.4517913849073353,Intent-To-Treat,16,6,12
Retinopathy,W^A,-0.7044625650085612,0.4943741968645656,Intent-To-Treat,16,6,12
Retinopathy,W^A x W^R,-0.6915894598106735,0.5007794673132251,Intent-To-Treat,16,6,12
Neuropathy,Unweighted,-1.0079628578124407,0.36496170167873254,Intent-To-Treat,16,6,12
Neuropathy,W^A,-0.8331258353226767,0.4346883961273307,Intent-To-Treat,16,6,12
Neuropathy,W^A x W^R,-0.805267220699653,0.4469684713719751,Intent-To-Treat,16,6,12
Nephropathy,Unweighted,-1.4657835156563817,0.23089700916365935,Intent-To-Treat,16,6,12
Nephropathy,W^A,-1.1667785836361082,0.3113683745596563,Intent-To-Treat,16,6,12
Nephropathy,W^A x W^R,-1.0942622295640891,0.3347865114484765,Intent-To-Treat,16,6,12
