outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0703764842450214,0.34287940442202,Per-Protocol,2,1,3
Any Microvascular Event,W^A,-0.8872891795096969,0.4117704770074096,Per-Protocol,2,1,3
Any Microvascular Event,W^A x W^N,-0.8830481124442651,0.4135205316423662,Per-Protocol,2,1,3
Any Microvascular Event,W^A x W^N x W^R,-0.8362848681507042,0.4333173679157459,Per-Protocol,2,1,3
Retinopathy,Unweighted,-0.7942030010112022,0.45194128817216445,Per-Protocol,2,1,3
Retinopathy,W^A,-0.7174356439080478,0.488002063864184,Per-Protocol,2,1,3
Retinopathy,W^A x W^N,-0.7150447894169316,0.4891702016575515,Per-Protocol,2,1,3
Retinopathy,W^A x W^N x W^R,-0.6960312639370931,0.49856003579796293,Per-Protocol,2,1,3
Neuropathy,Unweighted,-1.0639463716405508,0.345091261225351,Per-Protocol,2,1,3
Neuropathy,W^A,-0.8878931343214127,0.4115218613303728,Per-Protocol,2,1,3
Neuropathy,W^A x W^N,-0.884109120293969,0.41308201578779963,Per-Protocol,2,1,3
Neuropathy,W^A x W^N x W^R,-0.8198495489569435,0.44049792289276374,Per-Protocol,2,1,3
Nephropathy,Unweighted,-1.5186043797009736,0.2190173387991038,Per-Protocol,2,1,3
Nephropathy,W^A,-1.1921991645756487,0.30355296655705605,Per-Protocol,2,1,3
Nephropathy,W^A x W^N,-1.1833873049194796,0.3062396526621973,Per-Protocol,2,1,3
Nephropathy,W^A x W^N x W^R,-1.1005408201622258,0.3326911089759596,Per-Protocol,2,1,3
