outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.055743998631253,0.3479334689611414,Per-Protocol,18,6,24
Any Microvascular Event,W^A,-0.8837412228130876,0.41323401557926115,Per-Protocol,18,6,24
Any Microvascular Event,W^A x W^N,-0.8804502941165318,0.41459617942218735,Per-Protocol,18,6,24
Any Microvascular Event,W^A x W^N x W^R,-0.8482633786894311,0.42815783471168195,Per-Protocol,18,6,24
Retinopathy,Unweighted,-0.8067165583958102,0.44632113233717013,Per-Protocol,18,6,24
Retinopathy,W^A,-0.7256709257106753,0.4839997321326119,Per-Protocol,18,6,24
Retinopathy,W^A x W^N,-0.7240900772201266,0.4847654674748901,Per-Protocol,18,6,24
Retinopathy,W^A x W^N x W^R,-0.7076790303625193,0.492786613959879,Per-Protocol,18,6,24
Neuropathy,Unweighted,-1.0312923249645545,0.3565458895524465,Per-Protocol,18,6,24
Neuropathy,W^A,-0.8764453491706439,0.4162599437139043,Per-Protocol,18,6,24
Neuropathy,W^A x W^N,-0.8735343260637123,0.4174734514461258,Per-Protocol,18,6,24
Neuropathy,W^A x W^N x W^R,-0.8490834441462178,0.42780686119168165,Per-Protocol,18,6,24
Nephropathy,Unweighted,-1.4811068936654879,0.22738585706946995,Per-Protocol,18,6,24
Nephropathy,W^A,-1.1803069287722066,0.307184440387325,Per-Protocol,18,6,24
Nephropathy,W^A x W^N,-1.1733004858197136,0.30934426816431365,Per-Protocol,18,6,24
Nephropathy,W^A x W^N x W^R,-1.104346947418458,0.3314272510060642,Per-Protocol,18,6,24
