outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.1106210971327926,0.3293543365018251,Per-Protocol,6,1,24
Any Microvascular Event,W^A,-0.9204339198547995,0.39834615327251177,Per-Protocol,6,1,24
Any Microvascular Event,W^A x W^N,-0.9161185615241694,0.40006887406886044,Per-Protocol,6,1,24
Any Microvascular Event,W^A x W^N x W^R,-0.8690363544072168,0.41935546464605117,Per-Protocol,6,1,24
Retinopathy,Unweighted,-0.828537685903199,0.43668739378288285,Per-Protocol,6,1,24
Retinopathy,W^A,-0.7326035253923395,0.48065595965377444,Per-Protocol,6,1,24
Retinopathy,W^A x W^N,-0.7302593252105769,0.4817840351425527,Per-Protocol,6,1,24
Retinopathy,W^A x W^N x W^R,-0.706702662175875,0.4932679900944843,Per-Protocol,6,1,24
Neuropathy,Unweighted,-1.111481617515098,0.3290710422899678,Per-Protocol,6,1,24
Neuropathy,W^A,-0.9265557676452403,0.3959149879590025,Per-Protocol,6,1,24
Neuropathy,W^A x W^N,-0.9226938859204541,0.3974469209836925,Per-Protocol,6,1,24
Neuropathy,W^A x W^N x W^R,-0.8873725034710978,0.4117361680894748,Per-Protocol,6,1,24
Nephropathy,Unweighted,-1.5158539117714174,0.21962056816671285,Per-Protocol,6,1,24
Nephropathy,W^A,-1.2090871818020847,0.29846960360544217,Per-Protocol,6,1,24
Nephropathy,W^A x W^N,-1.2002053024110015,0.30113238236141193,Per-Protocol,6,1,24
Nephropathy,W^A x W^N x W^R,-1.0989236445348523,0.3332295641998217,Per-Protocol,6,1,24
