outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0258436951497556,0.35849387823195367,Per-Protocol,20,12,3
Any Microvascular Event,W^A,-0.8371777282218371,0.43293064880852133,Per-Protocol,20,12,3
Any Microvascular Event,W^A x W^N,-0.8339763612129536,0.434318839573208,Per-Protocol,20,12,3
Any Microvascular Event,W^A x W^N x W^R,-0.7949338736139477,0.4516110973450028,Per-Protocol,20,12,3
Retinopathy,Unweighted,-0.789857929429818,0.45390927785162494,Per-Protocol,20,12,3
Retinopathy,W^A,-0.7262935533977979,0.483698474294294,Per-Protocol,20,12,3
Retinopathy,W^A x W^N,-0.7247847298853349,0.48442884078375814,Per-Protocol,20,12,3
Retinopathy,W^A x W^N x W^R,-0.7043454605359614,0.4944320936840784,Per-Protocol,20,12,3
Neuropathy,Unweighted,-0.9833632017716774,0.3740509721168329,Per-Protocol,20,12,3
Neuropathy,W^A,-0.7970201874621701,0.4506698770404834,Per-Protocol,20,12,3
Neuropathy,W^A x W^N,-0.7942515957889835,0.45191932671930585,Per-Protocol,20,12,3
Neuropathy,W^A x W^N x W^R,-0.7188997930573393,0.48728807887533115,Per-Protocol,20,12,3
Nephropathy,Unweighted,-1.503443910261323,0.22236304160220227,Per-Protocol,20,12,3
Nephropathy,W^A,-1.168161645408965,0.31093803052831476,Per-Protocol,20,12,3
Nephropathy,W^A x W^N,-1.1610815818040976,0.31314730322851436,Per-Protocol,20,12,3
Nephropathy,W^A x W^N x W^R,-1.0611597076156158,0.3460542557762853,Per-Protocol,20,12,3
