outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0239988171313232,0.3591558661633775,Intent-To-Treat,23,12,18
Any Microvascular Event,W^A,-0.8618038816613618,0.4223994360662693,Intent-To-Treat,23,12,18
Any Microvascular Event,W^A x W^R,-0.8341546396203183,0.43424141680380945,Intent-To-Treat,23,12,18
Retinopathy,Unweighted,-0.7875825516891366,0.45494326883265795,Intent-To-Treat,23,12,18
Retinopathy,W^A,-0.7258000129260198,0.4839372579873569,Intent-To-Treat,23,12,18
Retinopathy,W^A x W^R,-0.7137254625842129,0.4898160029481756,Intent-To-Treat,23,12,18
Neuropathy,Unweighted,-0.9883807688564099,0.3721788469556347,Intent-To-Treat,23,12,18
Neuropathy,W^A,-0.8360153472629719,0.4334341717372442,Intent-To-Treat,23,12,18
Neuropathy,W^A x W^R,-0.811305888470244,0.4442775103564757,Intent-To-Treat,23,12,18
Nephropathy,Unweighted,-1.4662717612013303,0.23078430224415783,Intent-To-Treat,23,12,18
Nephropathy,W^A,-1.206726456562265,0.2991750406759231,Intent-To-Treat,23,12,18
Nephropathy,W^A x W^R,-1.148663369769908,0.31706027863154596,Intent-To-Treat,23,12,18
