outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.029514769237859,0.3571802333639594,Intent-To-Treat,15,6,6
Any Microvascular Event,W^A,-0.8410052006262729,0.43127678577376327,Intent-To-Treat,15,6,6
Any Microvascular Event,W^A x W^R,-0.8113926406510554,0.4442389699853216,Intent-To-Treat,15,6,6
Retinopathy,Unweighted,-0.7863421630474008,0.4555079254203644,Intent-To-Treat,15,6,6
Retinopathy,W^A,-0.691460203019103,0.5008442006439756,Intent-To-Treat,15,6,6
Retinopathy,W^A x W^R,-0.6831050354621366,0.5050463683221471,Intent-To-Treat,15,6,6
Neuropathy,Unweighted,-0.9961027583387354,0.3693159536558445,Intent-To-Treat,15,6,6
Neuropathy,W^A,-0.8151431762557131,0.44257595645654085,Intent-To-Treat,15,6,6
Neuropathy,W^A x W^R,-0.7782898289992746,0.4591906347011737,Intent-To-Treat,15,6,6
Nephropathy,Unweighted,-1.4850733254837554,0.22648573289166132,Intent-To-Treat,15,6,6
Nephropathy,W^A,-1.192439229091499,0.30348010300743095,Intent-To-Treat,15,6,6
Nephropathy,W^A x W^R,-1.128230216410266,0.3236054615686945,Intent-To-Treat,15,6,6
