outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.059977041759156,0.3464637644372986,Per-Protocol,16,6,12
Any Microvascular Event,W^A,-0.8748492467105251,0.4169248677363888,Per-Protocol,16,6,12
Any Microvascular Event,W^A x W^N,-0.8715787148515082,0.41829066602512077,Per-Protocol,16,6,12
Any Microvascular Event,W^A x W^N x W^R,-0.8394383354170323,0.4319530680481692,Per-Protocol,16,6,12
Retinopathy,Unweighted,-0.8098266986621123,0.44493516740166345,Per-Protocol,16,6,12
Retinopathy,W^A,-0.7209759107026485,0.4862774609402956,Per-Protocol,16,6,12
Retinopathy,W^A x W^N,-0.7194445037522215,0.48702272012571485,Per-Protocol,16,6,12
Retinopathy,W^A x W^N x W^R,-0.708130382379025,0.4925642439153203,Per-Protocol,16,6,12
Neuropathy,Unweighted,-1.0306983367171254,0.35675773653158904,Per-Protocol,16,6,12
Neuropathy,W^A,-0.8493119901453596,0.42770909881717617,Per-Protocol,16,6,12
Neuropathy,W^A x W^N,-0.8464044292032886,0.42895449874818886,Per-Protocol,16,6,12
Neuropathy,W^A x W^N x W^R,-0.8192533452396411,0.440760627696865,Per-Protocol,16,6,12
Nephropathy,Unweighted,-1.4932401341210193,0.22464359966551803,Per-Protocol,16,6,12
Nephropathy,W^A,-1.2035232604320072,0.30013489348617844,Per-Protocol,16,6,12
Nephropathy,W^A x W^N,-1.1964571361255718,0.3022631945165531,Per-Protocol,16,6,12
Nephropathy,W^A x W^N x W^R,-1.122194782782243,0.3255644666295378,Per-Protocol,16,6,12
