outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-0.9966940284293679,0.3690976527222206,Per-Protocol,13,6,1
Any Microvascular Event,W^A,-0.848182050444672,0.42819265745287594,Per-Protocol,13,6,1
Any Microvascular Event,W^A x W^N,-0.8448151166178208,0.4296367835699534,Per-Protocol,13,6,1
Any Microvascular Event,W^A x W^N x W^R,-0.7630945454102864,0.466221448942901,Per-Protocol,13,6,1
Retinopathy,Unweighted,-0.7605572447870657,0.4674058949281863,Per-Protocol,13,6,1
Retinopathy,W^A,-0.6901432350711829,0.5015042309270925,Per-Protocol,13,6,1
Retinopathy,W^A x W^N,-0.6884617739282586,0.5023482001562939,Per-Protocol,13,6,1
Retinopathy,W^A x W^N x W^R,-0.6325095567775021,0.5312569073393464,Per-Protocol,13,6,1
Neuropathy,Unweighted,-0.9582491492159768,0.3835638615023273,Per-Protocol,13,6,1
Neuropathy,W^A,-0.7991682333207875,0.44970285645161606,Per-Protocol,13,6,1
Neuropathy,W^A x W^N,-0.7962650025753382,0.4510103446623952,Per-Protocol,13,6,1
Neuropathy,W^A x W^N x W^R,-0.6773038871724584,0.5079847318988964,Per-Protocol,13,6,1
Nephropathy,Unweighted,-1.4845358280807632,0.22660750110702352,Per-Protocol,13,6,1
Nephropathy,W^A,-1.297329433430507,0.273260580033574,Per-Protocol,13,6,1
Nephropathy,W^A x W^N,-1.2898893170988952,0.27530125254480686,Per-Protocol,13,6,1
Nephropathy,W^A x W^N x W^R,-1.185332168026151,0.30564463725924074,Per-Protocol,13,6,1
