outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.0500529705252184,0.3499192132157236,Per-Protocol,22,12,12
Any Microvascular Event,W^A,-0.8694358349464881,0.419187973755791,Per-Protocol,22,12,12
Any Microvascular Event,W^A x W^N,-0.8663884775743655,0.4204673376673891,Per-Protocol,22,12,12
Any Microvascular Event,W^A x W^N x W^R,-0.8398775094117061,0.43176340714387973,Per-Protocol,22,12,12
Retinopathy,Unweighted,-0.8081688772185212,0.44567340222487123,Per-Protocol,22,12,12
Retinopathy,W^A,-0.7285854418585949,0.4825911607468284,Per-Protocol,22,12,12
Retinopathy,W^A x W^N,-0.7272411598227704,0.4832403356141642,Per-Protocol,22,12,12
Retinopathy,W^A x W^N x W^R,-0.7184862617723828,0.48748962941158636,Per-Protocol,22,12,12
Neuropathy,Unweighted,-1.012668069468206,0.3632485132438731,Per-Protocol,22,12,12
Neuropathy,W^A,-0.842079202485924,0.4308138423493669,Per-Protocol,22,12,12
Neuropathy,W^A x W^N,-0.8394024994037457,0.43196854780141963,Per-Protocol,22,12,12
Neuropathy,W^A x W^N x W^R,-0.8138482490069059,0.4431494313462186,Per-Protocol,22,12,12
Nephropathy,Unweighted,-1.4898565318076393,0.22540499166648387,Per-Protocol,22,12,12
Nephropathy,W^A,-1.2112723401916048,0.2978181123121743,Per-Protocol,22,12,12
Nephropathy,W^A x W^N,-1.2045753083419877,0.29981930323591377,Per-Protocol,22,12,12
Nephropathy,W^A x W^N x W^R,-1.1456281055675408,0.3180241023350995,Per-Protocol,22,12,12
