outcome,weights,estimate,exp_est,effect,file_id,bmi_lookback,a1c_lookback
Any Microvascular Event,Unweighted,-1.1133654474757648,0.32845171194100503,Per-Protocol,4,1,12
Any Microvascular Event,W^A,-0.9251274342748861,0.3964808906007316,Per-Protocol,4,1,12
Any Microvascular Event,W^A x W^N,-0.9208259258555502,0.3981900297927227,Per-Protocol,4,1,12
Any Microvascular Event,W^A x W^N x W^R,-0.8713971911839362,0.4183666025728606,Per-Protocol,4,1,12
Retinopathy,Unweighted,-0.8305619022196256,0.4358043380846093,Per-Protocol,4,1,12
Retinopathy,W^A,-0.7413076735785582,0.4764904140168162,Per-Protocol,4,1,12
Retinopathy,W^A x W^N,-0.7389810109613633,0.4776003371582004,Per-Protocol,4,1,12
Retinopathy,W^A x W^N x W^R,-0.7191389295830986,0.4871715644290902,Per-Protocol,4,1,12
Neuropathy,Unweighted,-1.1095371144297532,0.32971154447441875,Per-Protocol,4,1,12
Neuropathy,W^A,-0.9275813366786121,0.39550915794642155,Per-Protocol,4,1,12
Neuropathy,W^A x W^N,-0.9237231149941172,0.3970380674954187,Per-Protocol,4,1,12
Neuropathy,W^A x W^N x W^R,-0.8852107830875191,0.4126271892790431,Per-Protocol,4,1,12
Nephropathy,Unweighted,-1.5263059779156318,0.21733703407510474,Per-Protocol,4,1,12
Nephropathy,W^A,-1.2272372114932217,0.2931012368178028,Per-Protocol,4,1,12
Nephropathy,W^A x W^N,-1.2182974786591583,0.2957332307005561,Per-Protocol,4,1,12
Nephropathy,W^A x W^N x W^R,-1.1042418836885597,0.3314620738185201,Per-Protocol,4,1,12
